var,label
m09bad6_nailei_selfprod_total,m09bad6_nailei_selfprod_total
m09bad6_nailei_total,m09bad6_nailei_total
m0d75be_doulei_1pjxfl,m0d75be_doulei_1pjxfl
m0d75be_doulei_1zjsc_m,m0d75be_doulei_1zjsc_m
m0d75be_doulei_1zxfl_f,m0d75be_doulei_1zxfl_f
m0d75be_doulei_1zxfl_m,m0d75be_doulei_1zxfl_m
m0d75be_doulei_4pjxfl,m0d75be_doulei_4pjxfl
m0d75be_doulei_4zjsc_m,m0d75be_doulei_4zjsc_m
m0d75be_doulei_4zxfl_f,m0d75be_doulei_4zxfl_f
m0d75be_doulei_4zxfl_m,m0d75be_doulei_4zxfl_m
m0d75be_doulei_laiyuan_0_0ca9c71,doulei_4｜购买的数量中赠送给亲朋好友的数量(斤)
m0d75be_doulei_laiyuan_0_27cfeb1,doulei_4｜提问频率(1=7月以来，2=过去7天)
m0d75be_doulei_laiyuan_0_2fd8d88,doulei_1｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m0d75be_doulei_laiyuan_0_3e9977a,doulei_4｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m0d75be_doulei_laiyuan_0_515bf6c,doulei_1｜购买的数量(斤)
m0d75be_doulei_laiyuan_0_5fa2460,doulei_1｜购买的数量中直接食用的数量(斤)
m0d75be_doulei_laiyuan_0_6975b46,doulei_4｜直接食用自家生产的数量(斤)（折算日均，斤）
m0d75be_doulei_laiyuan_0_6d87d0c,doulei_4｜购买的数量(斤)
m0d75be_doulei_laiyuan_0_6ffb98c,doulei_1｜直接食用自家生产的数量(斤)
m0d75be_doulei_laiyuan_0_7399d80,doulei_1｜提问频率(1=7月以来，2=过去7天)
m0d75be_doulei_laiyuan_0_7612c42,doulei_1｜花费的金额(元)
m0d75be_doulei_laiyuan_0_79358aa,doulei_4｜购买的数量中直接食用的数量(斤)
m0d75be_doulei_laiyuan_0_845db36,doulei_1｜购买的数量中还没有消费的数量(斤)
m0d75be_doulei_laiyuan_0_89541dc,doulei_1｜是否吃过
m0d75be_doulei_laiyuan_0_8a4a8a3,doulei_4｜花费的金额(元)
m0d75be_doulei_laiyuan_0_90e3f92,doulei_1｜直接食用发的或者赠送的数量(斤)
m0d75be_doulei_laiyuan_0_b2053d9,doulei_4｜如果出售该产品，每斤多少钱(元/斤)
m0d75be_doulei_laiyuan_0_bad3626,doulei_4｜是否吃过
m0d75be_doulei_laiyuan_0_c59eb9b,doulei_1｜如果出售该产品，每斤多少钱(元/斤)
m0d75be_doulei_laiyuan_0_ce1f50d,doulei_1｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m0d75be_doulei_laiyuan_0_d4841bc,doulei_1｜直接食用自家生产的数量(斤)（折算日均，斤）
m0d75be_doulei_laiyuan_0_e07fe21,doulei_4｜购买的数量中还没有消费的数量(斤)
m0d75be_doulei_laiyuan_0_ebe83a0,doulei_4｜直接食用发的或者赠送的数量(斤)
m0d75be_doulei_laiyuan_0_ed41c58,doulei_1｜购买的数量中赠送给亲朋好友的数量(斤)
m0d75be_doulei_laiyuan_0_ee019f7,doulei_4｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m0d75be_doulei_laiyuan_0_f65438a,doulei_4｜直接食用自家生产的数量(斤)
m0d75be_doulei_laiyuan_1_080eb64,doulei_4｜通常前往该地点所需的交通时间(分钟)
m0d75be_doulei_laiyuan_1_18c46c4,doulei_4｜平均1个月购买多少次(次)
m0d75be_doulei_laiyuan_1_2cf0f33,doulei_1｜平均1个月购买多少次(次)
m0d75be_doulei_laiyuan_1_3b300cc,doulei_4｜平均每次购买的数量(斤)
m0d75be_doulei_laiyuan_1_4ae4d62,doulei_1｜购买地点距您家的距离(公里)
m0d75be_doulei_laiyuan_1_5fcf656,doulei_1｜购买的数量中腐烂变质扔掉的数量(斤)
m0d75be_doulei_laiyuan_1_66a0235,doulei_4｜购买地点
m0d75be_doulei_laiyuan_1_6732785,doulei_1｜网购的数量(斤)
m0d75be_doulei_laiyuan_1_7f06b82,doulei_1｜平均每次花多少钱(元)
m0d75be_doulei_laiyuan_1_816b472,doulei_1｜通常前往该地点所需的交通时间(分钟)
m0d75be_doulei_laiyuan_1_8278101,doulei_4｜购买的数量中腐烂变质扔掉的数量(斤)
m0d75be_doulei_laiyuan_1_99e1b3b,doulei_4｜平均每次花多少钱(元)
m0d75be_doulei_laiyuan_1_d73ec6e,doulei_4｜网购的数量(斤)
m0d75be_doulei_laiyuan_1_daef654,doulei_1｜通常前往该地点的交通方式
m0d75be_doulei_laiyuan_1_de91ec7,doulei_1｜平均每次购买的数量(斤)
m0d75be_doulei_laiyuan_1_e4c3bff,doulei_4｜通常前往该地点的交通方式
m0d75be_doulei_laiyuan_1_edb3e27,doulei_4｜购买地点距您家的距离(公里)
m0d75be_doulei_laiyuan_1_f2f6585,doulei_1｜购买地点
m0d75be_doulei_laiyuan_2_607d5e5,doulei_4｜网购的金额(元)
m0d75be_doulei_laiyuan_2_7dee1ec,doulei_1｜购买的数量中用于制作加工品的数量(斤)
m0d75be_doulei_laiyuan_2_c293c09,doulei_1｜网购的金额(元)
m0d75be_doulei_laiyuan_2_f30800d,doulei_4｜购买的数量中用于制作加工品的数量(斤)
m0d75be_doulei_laiyuan_d_019f884,m0d75be_doulei_laiyuan-doulei_4｜均价（总花费/购买总量，元/斤）
m0d75be_doulei_laiyuan_d_0e37ebc,m0d75be_doulei_laiyuan-doulei_1｜均价（总花费/购买总量，元/斤）
m0d75be_doulei_laiyuan_d_2b9285c,m0d75be_doulei_laiyuan-doulei_1｜月均购买量（题10×题11，斤）
m0d75be_doulei_laiyuan_d_374f67f,m0d75be_doulei_laiyuan-doulei_4｜日均购买量（月均/30，斤）
m0d75be_doulei_laiyuan_d_4f4893a,m0d75be_doulei_laiyuan-doulei_1｜日均购买量（月均/30，斤）
m0d75be_doulei_laiyuan_d_5d17d36,m0d75be_doulei_laiyuan-doulei_4｜月均购买量（题10×题11，斤）
m0d75be_doulei_laiyuan_d_9fc039d,m0d75be_doulei_laiyuan-doulei_1｜均价（平均每次花费/平均每次量，元/斤）
m0d75be_doulei_laiyuan_d_a8719a2,m0d75be_doulei_laiyuan-doulei_4｜均价（平均每次花费/平均每次量，元/斤）
m0d75be_doulei_selfprod_total,m0d75be_doulei_selfprod_total
m0d75be_doulei_total,m0d75be_doulei_total
m2840f0_tiankongl_selfprod_total,m2840f0_tiankongl_selfprod_total
m2840f0_tiankongl_total,m2840f0_tiankongl_total
m2840f0_tiankonglpjxfl,m2840f0_tiankonglpjxfl
m2840f0_tiankonglzjsc_m,m2840f0_tiankonglzjsc_m
m2840f0_tiankonglzxfl_f,m2840f0_tiankonglzxfl_f
m2840f0_tiankonglzxfl_m,m2840f0_tiankonglzxfl_m
m2840f0_zhushi_1pjxfl,m2840f0_zhushi_1pjxfl
m2840f0_zhushi_1zjsc_m,m2840f0_zhushi_1zjsc_m
m2840f0_zhushi_1zxfl_f,m2840f0_zhushi_1zxfl_f
m2840f0_zhushi_1zxfl_m,m2840f0_zhushi_1zxfl_m
m2840f0_zhushi_2_1pjxfl,m2840f0_zhushi_2_1pjxfl
m2840f0_zhushi_2_1zjsc_m,m2840f0_zhushi_2_1zjsc_m
m2840f0_zhushi_2_1zxfl_f,m2840f0_zhushi_2_1zxfl_f
m2840f0_zhushi_2_1zxfl_m,m2840f0_zhushi_2_1zxfl_m
m2840f0_zhushi_2_selfprod_total,m2840f0_zhushi_2_selfprod_total
m2840f0_zhushi_2_total,m2840f0_zhushi_2_total
m2840f0_zhushi_3_1pjxfl,m2840f0_zhushi_3_1pjxfl
m2840f0_zhushi_3_1zjsc_m,m2840f0_zhushi_3_1zjsc_m
m2840f0_zhushi_3_1zxfl_f,m2840f0_zhushi_3_1zxfl_f
m2840f0_zhushi_3_1zxfl_m,m2840f0_zhushi_3_1zxfl_m
m2840f0_zhushi_3_selfprod_total,m2840f0_zhushi_3_selfprod_total
m2840f0_zhushi_3_total,m2840f0_zhushi_3_total
m2840f0_zhushi_3pjxfl,m2840f0_zhushi_3pjxfl
m2840f0_zhushi_3zjsc_m,m2840f0_zhushi_3zjsc_m
m2840f0_zhushi_3zxfl_f,m2840f0_zhushi_3zxfl_f
m2840f0_zhushi_3zxfl_m,m2840f0_zhushi_3zxfl_m
m2840f0_zhushi_5pjxfl,m2840f0_zhushi_5pjxfl
m2840f0_zhushi_5zjsc_m,m2840f0_zhushi_5zjsc_m
m2840f0_zhushi_5zxfl_f,m2840f0_zhushi_5zxfl_f
m2840f0_zhushi_5zxfl_m,m2840f0_zhushi_5zxfl_m
m2840f0_zhushi_6pjxfl,m2840f0_zhushi_6pjxfl
m2840f0_zhushi_6zjsc_m,m2840f0_zhushi_6zjsc_m
m2840f0_zhushi_6zxfl_f,m2840f0_zhushi_6zxfl_f
m2840f0_zhushi_6zxfl_m,m2840f0_zhushi_6zxfl_m
m2840f0_zhushi_7pjxfl,m2840f0_zhushi_7pjxfl
m2840f0_zhushi_7zjsc_m,m2840f0_zhushi_7zjsc_m
m2840f0_zhushi_7zxfl_f,m2840f0_zhushi_7zxfl_f
m2840f0_zhushi_7zxfl_m,m2840f0_zhushi_7zxfl_m
m2840f0_zhushi_laiyuan_0_010d0d0,zhushi_3｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_01271d9,zhushi_3｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_08c8812,zhushi_2_1｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_09dbb6a,zhushi_2_1｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_0ebd453,zhushi_3_1｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_0f04c7d,tiankongl｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_0f54dda,tiankongl｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_1038132,zhushi_7｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_1099057,zhushi_5｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_1734bf8,zhushi_6｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_173ee69,zhushi_6｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_19bb3d7,zhushi_7｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_1bda330,zhushi_2_1｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_1c74945,zhushi_6｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_1e17da1,zhushi_3｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_21184dd,zhushi_3｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_2357705,zhushi_7｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_263919d,zhushi_7｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_270139e,zhushi_2_1｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_2b89efd,zhushi_6｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_2bc3dd7,zhushi_2_1｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_2caa798,zhushi_1｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_2f916e1,zhushi_5｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_36232ff,zhushi_3_1｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_36734a8,zhushi_5｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_3677b46,zhushi_5｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_372375d,zhushi_7｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_380e91c,zhushi_3｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_39356f0,zhushi_2_1｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_3a21db5,zhushi_7｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_427f415,zhushi_1｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_443f065,zhushi_6｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_45f2599,zhushi_7｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_4691508,zhushi_6｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_4a65229,zhushi_3｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_4c4f2f7,zhushi_2_1｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_4d2aa57,zhushi_6｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_57c40f8,zhushi_1｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_58aea95,zhushi_5｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_58e5ba4,zhushi_3_1｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_5c14fa7,zhushi_6｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_5cee08b,tiankongl｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_649064e,zhushi_3_1｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_6557893,tiankongl｜直接食用发的或者赠送的数量(斤)
m2840f0_zhushi_laiyuan_0_65a8eac,zhushi_6｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_65e6aa4,tiankongl｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_65f6093,zhushi_2_1｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_6a1b02d,tiankongl｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_6b0e49d,zhushi_2_1｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_6b6b843,zhushi_3｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_6bc985e,zhushi_2_1｜是否吃过
m2840f0_zhushi_laiyuan_0_6c32ef3,zhushi_3_1｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_70e0376,zhushi_6｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_76c2144,zhushi_6｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_79f35fd,zhushi_5｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_818a771,zhushi_3｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_823ffb0,zhushi_1｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_83b70f1,tiankongl｜是否吃过
m2840f0_zhushi_laiyuan_0_83be230,zhushi_7｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_844681d,tiankongl｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_8744254,zhushi_2_1｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_923c1e2,zhushi_7｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_99c14e4,tiankongl｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_9fee6c6,zhushi_3_1｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_a4ab69a,zhushi_5｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_a6e851a,zhushi_1｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_ace5a98,zhushi_1｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_ad74341,zhushi_3_1｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_af7cf5d,tiankongl｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_afcb3fa,zhushi_1｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_b0ae6f4,zhushi_5｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_b1b8bec,zhushi_3｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_b2adf82,zhushi_2_1｜提问频率(1=7月以来，2=过去7天)
m2840f0_zhushi_laiyuan_0_b45db99,zhushi_3_1｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_bafefec,zhushi_1｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_be73d15,zhushi_7｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_bf64c0e,zhushi_1｜是否吃过
m2840f0_zhushi_laiyuan_0_c424749,tiankongl｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_c561976,zhushi_3_1｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_c61ee0b,zhushi_5｜是否吃过
m2840f0_zhushi_laiyuan_0_c70db9a,zhushi_3｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_c95f2e8,tiankongl｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_cad299d,zhushi_3｜是否吃过
m2840f0_zhushi_laiyuan_0_cd8964d,zhushi_2_1｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_d2d7fe8,zhushi_3｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_d3ffc80,zhushi_5｜购买的数量中直接食用的数量(斤)
m2840f0_zhushi_laiyuan_0_d4956ee,zhushi_3_1｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_d6dc5cb,zhushi_7｜是否吃过
m2840f0_zhushi_laiyuan_0_d947df1,zhushi_5｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_d9d9384,zhushi_6｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_d9f986b,zhushi_3_1｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_d9fa7f6,zhushi_3_1｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_dcf1d7e,zhushi_6｜是否吃过
m2840f0_zhushi_laiyuan_0_ddfd5d1,zhushi_5｜购买的数量(斤)
m2840f0_zhushi_laiyuan_0_df23646,zhushi_7｜花费的金额(元)
m2840f0_zhushi_laiyuan_0_df5feea,tiankongl｜直接食用自家生产的数量(斤)
m2840f0_zhushi_laiyuan_0_e05a29f,zhushi_1｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_e3b267d,zhushi_1｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_0_e507678,zhushi_1｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_f2ae100,zhushi_7｜购买的数量中还没有消费的数量(斤)
m2840f0_zhushi_laiyuan_0_f8ebf4b,zhushi_3_1｜是否吃过
m2840f0_zhushi_laiyuan_0_f8ffae6,zhushi_5｜如果出售该产品，每斤多少钱(元/斤)
m2840f0_zhushi_laiyuan_0_fa2ee2f,zhushi_1｜购买的数量中赠送给亲朋好友的数量(斤)
m2840f0_zhushi_laiyuan_0_fc5ad0e,zhushi_3｜直接食用自家生产的数量(斤)（折算日均，斤）
m2840f0_zhushi_laiyuan_1_026dc25,zhushi_1｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_0748278,zhushi_5｜购买地点
m2840f0_zhushi_laiyuan_1_0c6613a,zhushi_7｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_0d68ba0,tiankongl｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_0d85653,zhushi_2_1｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_0f68ae8,zhushi_3_1｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_10e8c9a,zhushi_2_1｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_139891f,zhushi_7｜购买地点
m2840f0_zhushi_laiyuan_1_15c3349,zhushi_7｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_1684cbf,zhushi_3_1｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_17e920d,tiankongl｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_1e2522b,zhushi_3｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_1fa0ced,zhushi_7｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_1_22dd997,zhushi_5｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_259c865,zhushi_6｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_2d69a16,tiankongl｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_3295b77,zhushi_6｜购买地点
m2840f0_zhushi_laiyuan_1_33903b9,zhushi_2_1｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_3849623,zhushi_7｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_3869bfe,zhushi_6｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_39da974,zhushi_2_1｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_3b1752b,zhushi_3｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_3e8dd84,tiankongl｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_1_40beeed,zhushi_3_1｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_1_4497171,zhushi_1｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_461aecd,zhushi_1｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_47451a5,zhushi_3_1｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_484dbdd,zhushi_3｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_48607ce,zhushi_3_1｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_4f5a65d,zhushi_5｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_517fbce,zhushi_3｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_53936b6,tiankongl｜购买地点
m2840f0_zhushi_laiyuan_1_55369cc,zhushi_6｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_59a306c,zhushi_5｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_5d7557f,zhushi_3｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_1_61e44dc,zhushi_7｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_63990f0,zhushi_6｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_1_6ac1731,zhushi_1｜购买地点
m2840f0_zhushi_laiyuan_1_6b514d9,zhushi_3｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_70c1708,zhushi_3｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_727a412,tiankongl｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_740a92e,tiankongl｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_7761817,zhushi_6｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_7a0fa34,zhushi_7｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_806ac18,zhushi_7｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_830f25b,zhushi_2_1｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_869ff59,tiankongl｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_8d54d51,zhushi_5｜通常前往该地点的交通方式
m2840f0_zhushi_laiyuan_1_8f7e0e6,zhushi_1｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_9b092c0,zhushi_1｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_9b81e4e,zhushi_3｜购买地点
m2840f0_zhushi_laiyuan_1_9d691f4,zhushi_3_1｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_ac0aecf,zhushi_1｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_af4eac1,zhushi_5｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_b5e918c,zhushi_5｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_1_b69c25c,zhushi_3｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_b77aae1,zhushi_2_1｜平均每次购买的数量(斤)
m2840f0_zhushi_laiyuan_1_bc146aa,tiankongl｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_c09dbb0,zhushi_6｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_c9fc24a,zhushi_3_1｜购买地点
m2840f0_zhushi_laiyuan_1_ce35cd8,zhushi_2_1｜购买地点
m2840f0_zhushi_laiyuan_1_d22d7c1,zhushi_6｜网购的数量(斤)
m2840f0_zhushi_laiyuan_1_d5c573b,zhushi_1｜购买的数量中腐烂变质扔掉的数量(斤)
m2840f0_zhushi_laiyuan_1_d8f5333,zhushi_5｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_dd38890,zhushi_1｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_1_dec75cd,zhushi_7｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_e0ec701,zhushi_3_1｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_f18ef58,zhushi_5｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_f282a21,zhushi_3_1｜通常前往该地点所需的交通时间(分钟)
m2840f0_zhushi_laiyuan_1_f7d9ddc,zhushi_6｜购买地点距您家的距离(公里)
m2840f0_zhushi_laiyuan_1_f98480d,zhushi_2_1｜平均每次花多少钱(元)
m2840f0_zhushi_laiyuan_1_f9b95a3,zhushi_2_1｜平均1个月购买多少次(次)
m2840f0_zhushi_laiyuan_2_03266e4,zhushi_2_1｜网购的金额(元)
m2840f0_zhushi_laiyuan_2_1b7110e,zhushi_6｜网购的金额(元)
m2840f0_zhushi_laiyuan_2_1bd4b8c,zhushi_7｜购买的数量中用于制作加工品的数量(斤)
m2840f0_zhushi_laiyuan_2_2b35e8a,zhushi_1｜购买的数量中用于制作加工品的数量(斤)
m2840f0_zhushi_laiyuan_2_382270e,zhushi_7｜网购的金额(元)
m2840f0_zhushi_laiyuan_2_66ccb5e,zhushi_2_1｜购买的数量中用于制作加工品的数量(斤)
m2840f0_zhushi_laiyuan_2_6f8ee6e,tiankongl｜网购的金额(元)
m2840f0_zhushi_laiyuan_2_7b3135d,zhushi_6｜购买的数量中用于制作加工品的数量(斤)
m2840f0_zhushi_laiyuan_2_7d771fa,zhushi_3｜购买的数量中用于制作加工品的数量(斤)
m2840f0_zhushi_laiyuan_2_8073fe8,zhushi_3｜网购的金额(元)
m2840f0_zhushi_laiyuan_2_8231270,zhushi_5｜网购的金额(元)
m2840f0_zhushi_laiyuan_2_a100957,zhushi_1｜网购的金额(元)
